ลำดับ,รหัสสถานบริการ,,ชื่อสถานบริการ,,ตำบล/แขวงที่ตั้ง,อำเภอ/เขตที่ตั้ง,,จังหวัดที่ตั้ง,สปสช.เขตที่ตั้ง,,สถานะการขึ้นทะเบียน,,,สังกัดหลัก,สังกัดย่อย
6047,49173,,เจริญคลินิกทันตกรรม,,บ้านช่างหล่อ,เขตบางกอกน้อย,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6048,49175,,คลินิกทันตกรรมยิ้มฟันดี,,บางนา,เขตบางนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6054,49265,, เอ็มยูคลินิกการเเพทย์แผนไทย,,อนุสาวรีย์,เขตบางเขน,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6055,49272,,คลินิกทันตกรรมรักสุข,,ประเวศ,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6057,49282,,อุ่นไอรักคลินิกเวชกรรม สาขาคู้บอน,,รามอินทรา,เขตคันนายาว,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6058,49284,,เมอรี่ทีชคลินิกทันตกรรม,,บางนา,เขตบางนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6059,49307,,คลินิกทันตกรรมโบรส์,,บางนาใต้,เขตบางนา,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6060,49320,,คลินิกทันตกรรมเฟิร์สสไมล์ สาขามิงเกิลฮิลล์ มีนบุรี,,มีนบุรี,เขตมีนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6061,49321,,คลินิกทันตกรรมเฟิร์สสไมล์ สาขาเดอะมอลล์ท่าพระ,,บุคคโล,เขตธนบุรี,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6062,49332,,คลินิกทันตกรรมเสรีแฟมิลี่เดนตัลแคร์,,ประเวศ,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
6063,49334,,คลินิกทันตกรรมสรัญญา,,หนองบอน,เขตประเวศ,,กรุงเทพฯ,เขต 13 กรุงเทพมหานคร,,หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ,,,เอกชน,คลินิก (เอกชน)
